date,start_time,end_time,class_type,class_name,professor_name,grade,label,class_code,major
수,10:30,12:20,전공선택(05),댄스스포츠,윤지인,3,SC,SC301-01,스포츠지도학과
목,18:00,20:25,전공선택(05),생활체육론,정주나,4,SC,SC402-01,스포츠지도학과
화,10:00,12:45,전공선택(05),선수상해예방실습교육론,이준희,3,SC,SC311-00,스포츠지도학과
화,09:00,12:40,전공선택(05),선수체력관리,정현철,2,SC,SC206-01,스포츠지도학과
목,09:00,11:45,전공선택(05),성장기스포츠과학과건강,정현철,,SC,SC317-00,스포츠지도학과
수,13:00,15:45,전공선택(05),세계스포츠비교론,양명주,3,SC,SC310-00,스포츠지도학과
토,13:00,14:50,전공선택(05),수영,정주나,2,SC,SC202-01,스포츠지도학과
수,10:00,12:45,전공선택(05),스포츠생활안전관리,이준희,,SC,SC2010-00,스포츠지도학과
화,11:00,12:50,전공선택(05),스포츠선수의기능훈련,윤찬수,3,SC,SC312-00,스포츠지도학과
수,09:00,11:45,전공선택(05),스포츠윤리학,신명식,4,SC,SC409-00,스포츠지도학과
화,16:00,19:15,전공선택(05),스포츠현장실습,오경록,4,SC,SC403-01,스포츠지도학과
수,15:00,16:50,전공선택(05),에어로빅댄스1,연은정,3,SC,SC305-01,스포츠지도학과
월,13:30,16:15,전공선택(05),여가학개론,윤지인,2,SC,SC209-00,스포츠지도학과
수,13:30,16:15,전공선택(05),여가학개론,윤지인,2,SC,SC209-01,스포츠지도학과
화,15:00,17:45,전공선택(05),운동역학,김영숙,4,SC,SC404-01,스포츠지도학과
수,13:00,15:25,전공선택(05),운동역학,김영숙,4,SC,SC404-02,스포츠지도학과
목,10:00,11:50,전공선택(05),유도I,박삼일,1,SC,SC103-01,스포츠지도학과
화,09:00,10:50,전공선택(05),점핑플라이오메트릭,윤찬수,3,SC,SC410-00,스포츠지도학과
월,15:00,16:50,전공선택(05),체조I,여홍철,2,SC,SC204-01,스포츠지도학과
금,10:00,11:50,전공선택(05),탁구I,지남용,1,SC,SC105-01,스포츠지도학과
화,10:30,11:45,전공필수(04),골프지도법,장재관,4,GI,GI405-01,골프산업학과
목,10:30,11:45,전공필수(04),골프지도법,장재관,4,GI,GI405-01,골프산업학과
월,15:00,17:45,전공필수(04),골프클럽제작과피팅,장재관,1,GI,GI105-01,골프산업학과
월,10:30,11:45,전공필수(04),스포츠마케팅,이정학,3,GI,GI303-01,골프산업학과
수,10:30,11:45,전공필수(04),스포츠마케팅,이정학,3,GI,GI303-01,골프산업학과
일,07:00,09:00,전공필수(04),졸업논문(골프경영학전공),장재관,4,GI,GI400-01,골프산업학과
화,09:00,10:15,전공선택(05),골프룰및에티켓,장재관,1,GI,GI102-01,골프산업학과
목,09:00,10:15,전공선택(05),골프룰및에티켓,장재관,1,GI,GI102-01,골프산업학과
수,16:30,19:15,전공선택(05),골프산업,이지혜,2,GI,GI201-02,골프산업학과
수,13:30,16:15,전공선택(05),골프상해와재활,이준희,4,GI,GI411-00,골프산업학과
월,13:00,14:50,전공선택(05),골프스윙실습1,황선영,1,GI,GI103-01,골프산업학과
수,13:00,14:50,전공선택(05),골프스윙실습1,황선영,1,GI,GI103-01,골프산업학과
화,16:30,19:15,전공선택(05),골프장잔디관리학,조혜경,2,GI,GI204-01,골프산업학과
월,16:30,19:15,전공선택(05),골프장전문관리학I,조혜경,3,GI,GI302-01,골프산업학과
금,12:00,14:45,전공선택(05),골프전문피트니스,임원현,4,GI,GI404-01,골프산업학과
월,15:00,16:50,전공선택(05),숏게임과트러블샷1,황선영,3,GI,GI315-00,골프산업학과
수,15:00,16:50,전공선택(05),숏게임과트러블샷1,황선영,3,GI,GI315-00,골프산업학과
월,13:30,14:45,전공선택(05),스포츠와법,범철호,3,GI,GI308-00,골프산업학과
수,13:30,14:45,전공선택(05),스포츠와법,범철호,3,GI,GI308-00,골프산업학과
금,09:00,11:45,전공선택(05),토너먼트2,박영진,2,GI,GI205-01,골프산업학과
금,09:00,11:45,전공선택(05),토너먼트4,장재관,3,GI,GI306-01,골프산업학과
금,09:00,11:45,전공선택(05),토너먼트6,이정학,4,GI,GI408-00,골프산업학과
월,15:00,16:15,전공필수(04),우주환경I,문용재,3,SPACE,SPACE303-01,우주과학과
수,15:00,16:15,전공필수(04),우주환경I,문용재,3,SPACE,SPACE303-01,우주과학과
금,12:00,12:50,전공필수(04),졸업논문(우주과학과),김관혁,4,SPACE,SPACE471-00,우주과학과
화,10:30,11:45,전공필수(04),천체물리학I,"김성수, 전명원",3,SPACE,SPACE301-00,우주과학과
목,10:30,11:45,전공필수(04),천체물리학I,"김성수, 전명원",3,SPACE,SPACE301-00,우주과학과
화,10:30,11:45,전공선택(05),고등수학I,이동훈,2,SPACE,SPACE203-00,우주과학과
목,10:30,11:45,전공선택(05),고등수학I,이동훈,2,SPACE,SPACE203-00,우주과학과
금,10:30,11:45,전공선택(05),고등수학I,이동훈,2,SPACE,SPACE203-00,우주과학과
금,10:30,11:45,전공선택(05),고등수학I,이동훈,2,SPACE,SPACE203-00,우주과학과
화,15:00,16:50,전공선택(05),기초프로그래밍및실습,전명원,2,SPACE,SPACE231-00,우주과학과
목,15:00,16:50,전공선택(05),기초프로그래밍및실습,전명원,2,SPACE,SPACE231-00,우주과학과
화,17:00,17:50,전공선택(05),우주과학개론,김관혁,4,SPACE,SPACE371-00,우주과학과
월,10:30,11:45,전공선택(05),우주비행역학,김갑성,3,SPACE,SPACE312-01,우주과학과
수,10:30,11:45,전공선택(05),우주비행역학,김갑성,3,SPACE,SPACE312-01,우주과학과
월,12:00,13:15,전공선택(05),우주유체및플라즈마물리개론,Tetsuya Magara,4,SPACE,SPACE411-00,우주과학과
수,12:00,13:15,전공선택(05),우주유체및플라즈마물리개론,Tetsuya Magara,4,SPACE,SPACE411-00,우주과학과
화,09:00,10:15,전공선택(05),우주전자기개론,김관혁,2,SPACE,SPACE212-00,우주과학과
목,09:00,10:15,전공선택(05),우주전자기개론,김관혁,2,SPACE,SPACE212-00,우주과학과
월,10:30,12:20,전공선택(05),우주전자기초및실,험진호,2,SPACE,SPACE221-00,우주과학과
수,10:30,12:20,전공선택(05),우주전자기초및실,험진호,2,SPACE,SPACE221-00,우주과학과
화,13:00,14:15,전공선택(05),위성및추진체,선종호,3,SPACE,SPACE322-00,우주과학과
목,13:00,14:15,전공선택(05),위성및추진체,선종호,3,SPACE,SPACE322-00,우주과학과
월,16:30,17:45,전공선택(05),천문우주과학특강1,최광선,4,SPACE,SPACE424-00,우주과학과
수,16:30,17:45,전공선택(05),천문우주과학특강1,최광선,4,SPACE,SPACE424-00,우주과학과
수,18:00,19:15,전공선택(05),천문우주과학특강1,최광선,4,SPACE,SPACE424-00,우주과학과
월,13:00,14:50,전공선택(05),천문학개론및실습1,최윤영,2,SPACE,SPACE201-00,우주과학과
수,13:00,14:50,전공선택(05),천문학개론및실습1,최윤영,2,SPACE,SPACE201-00,우주과학과
월,13:30,14:45,전공선택(05),천체열역학,최광선,4,SPACE,SPACE412-00,우주과학과
수,13:30,14:45,전공선택(05),천체열역학,최광선,4,SPACE,SPACE412-00,우주과학과
금,13:30,16:30,전공선택(05),천체열역학,최광선,4,SPACE,SPACE412-00,우주과학과
화,13:30,14:45,전공선택(05),태양계탐사,김성수,2,SPACE,SPACE211-00,우주과학과
목,13:30,14:45,전공선택(05),태양계탐사,김성수,2,SPACE,SPACE211-00,우주과학과
월,18:00,19:15,전공필수(04),무기화학I,변송호,3,APCH,APCH3401-00,응용화학과
수,18:00,19:15,전공필수(04),무기화학I,변송호,3,APCH,APCH3401-00,응용화학과
화,13:30,14:45,전공필수(04),무기화학I,이민형,3,APCH,APCH3401-01,응용화학과
목,13:30,14:45,전공필수(04),무기화학I,이민형,3,APCH,APCH3401-01,응용화학과
월,13:30,17:10,전공필수(04),분석화학실험,강성호,2,APCH,APCH2303-00,응용화학과
수,13:30,17:10,전공필수(04),분석화학실험,양성익,2,APCH,APCH2303-01,응용화학과
금,18:00,20:45,전공필수(04),졸업논문(응용화학과),이민형,4,APCH,APCH4600-00,응용화학과
금,09:00,11:45,전공선택(05),기초물리화학,이영식,2,APCH,APCH2104-00,응용화학과
화,13:30,14:45,전공선택(05),기초유기화학,안광현,2,APCH,APCH2201-01,응용화학과
목,13:30,14:45,전공선택(05),기초유기화학,안광현,2,APCH,APCH2201-01,응용화학과
화,20:30,23:15,전공선택(05),나노융합소재연구,이민형,4,APCH,APCH4601-00,응용화학과
토,20:30,23:15,전공선택(05),나노융합소재연구,이민형,4,APCH,APCH4601-00,응용화학과
월,13:30,14:45,전공선택(05),무기소재과학,변송호,4,APCH,APCH4401-00,응용화학과
수,13:30,14:45,전공선택(05),무기소재과학,변송호,4,APCH,APCH4401-00,응용화학과
월,16:30,17:45,전공선택(05),물리유기화학,유은정,4,APCH,APCH4607-00,응용화학과
수,16:30,17:45,전공선택(05),물리유기화학,유은정,4,APCH,APCH4607-00,응용화학과
화,13:30,14:45,전공선택(05),물리화학I,김용호,2,APCH,APCH2101-00,응용화학과
목,13:30,14:45,전공선택(05),물리화학I,김용호,2,APCH,APCH2101-00,응용화학과
화,15:00,16:15,전공선택(05),물리화학I,김용호,2,APCH,APCH2101-01,응용화학과
목,15:00,16:15,전공선택(05),물리화학I,김용호,2,APCH,APCH2101-01,응용화학과
월,15:00,16:15,전공선택(05),반응속도론,김용호,3,APCH,APCH3101-00,응용화학과
수,15:00,16:15,전공선택(05),반응속도론,김용호,3,APCH,APCH3101-00,응용화학과
월,09:00,10:15,전공선택(05),분석화학입문,강성호,2,APCH,APCH2301-00,응용화학과
수,09:00,10:15,전공선택(05),분석화학입문,강성호,2,APCH,APCH2301-00,응용화학과
월,10:30,11:45,전공선택(05),분석화학입문,강성호,2,APCH,APCH2301-01,응용화학과
수,10:30,11:45,전공선택(05),분석화학입문,강성호,2,APCH,APCH2301-01,응용화학과
화,10:30,11:45,전공선택(05),생화학I,김광표,3,APCH,APCH3501-00,응용화학과
목,10:30,11:45,전공선택(05),생화학I,김광표,3,APCH,APCH3501-00,응용화학과
화,16:30,20:20,전공선택(05),생화학실험,김광표,4,APCH,APCH4501-00,응용화학과
화,15:00,18:50,전공선택(05),신소재과학실험,이민형,3,APCH,APCH3403-00,응용화학과
목,15:00,18:50,전공선택(05),신소재과학실험,이민형,3,APCH,APCH3403-01,응용화학과
수,19:20,21:45,전공선택(05),유기및생화학연구,강성호,4,APCH,APCH4204-00,응용화학과
목,19:20,21:45,전공선택(05),유기및생화학연구,강성호,4,APCH,APCH4204-00,응용화학과
화,09:00,10:15,전공선택(05),유기분광분석,양성익,3,APCH,APCH3301-00,응용화학과
목,09:00,10:15,전공선택(05),유기분광분석,양성익,3,APCH,APCH3301-00,응용화학과
월,12:00,13:15,전공선택(05),유기화학I,강은주,2,APCH,APCH2202-00,응용화학과
수,12:00,13:15,전공선택(05),유기화학I,강은주,2,APCH,APCH2202-00,응용화학과
화,10:30,11:45,전공선택(05),유기화학I,김학원,2,APCH,APCH2202-01,응용화학과
목,10:30,11:45,전공선택(05),유기화학I,김학원,2,APCH,APCH2202-01,응용화학과
월,09:00,10:15,전공선택(05),유기화학III,강경태,3,APCH,APCH3606-00,응용화학과
수,09:00,10:15,전공선택(05),유기화학III,강경태,3,APCH,APCH3606-00,응용화학과
화,10:30,11:45,전공선택(05),응용고분자화학,고두현,4,APCH,APCH4105-00,응용화학과
목,10:30,11:45,전공선택(05),응용고분자화학,고두현,4,APCH,APCH4105-00,응용화학과
월,12:00,13:15,전공선택(05),응용전기화학,김명준,3,APCH,APCH3607-00,응용화학과
수,12:00,13:15,전공선택(05),응용전기화학,김명준,3,APCH,APCH3607-00,응용화학과
화,12:00,13:15,전공선택(05),응용화학개론,이민형,3,APCH,APCH3601-00,응용화학과
월,19:20,23:10,전공선택(05),응용화학캡스톤디자인,"강성호, 김학원, 고두현",4,APCH,APCH4603-00,응용화학과
금,14:00,16:45,교직전선(20),교과교육론(화학),이영식,3,EDU,EDU3141-G00,교직
화,12:00,13:15,전공필수(04),양자역학I,이호선,3,APHY,APHY3100-00,응용물리학과
목,12:00,13:15,전공필수(04),양자역학I,이호선,3,APHY,APHY3100-00,응용물리학과
월,13:30,14:45,전공필수(04),역학Ⅰ,이민철,2,APHY,APHY2100-00,응용물리학과
수,13:30,14:45,전공필수(04),역학Ⅰ,이민철,2,APHY,APHY2100-00,응용물리학과
화,13:30,14:45,전공필수(04),전자기학Ⅱ,임대영,3,APHY,APHY3600-00,응용물리학과
목,13:30,14:45,전공필수(04),전자기학Ⅱ,임대영,3,APHY,APHY3600-00,응용물리학과
금,09:00,12:50,전공필수(04),전자회로개론실험,최정우,3,APHY,APHY3201-00,응용물리학과
금,17:00,17:50,전공필수(04),졸업논문(응용물리학과),송현욱,4,APHY,APHY4000-00,응용물리학과
금,09:00,12:50,전공필수(04),현대물리실험,이광조,2,APHY,APHY2105-00,응용물리학과
월,15:00,16:15,전공선택(05),나노과학및기술,송현욱,4,APHY,APHY4403-00,응용물리학과
수,15:00,16:15,전공선택(05),나노과학및기술,송현욱,4,APHY,APHY4403-00,응용물리학과
월,10:30,11:45,전공선택(05),물리전자,최석호,3,APHY,APHY3400-00,응용물리학과
수,10:30,11:45,전공선택(05),물리전자,최석호,3,APHY,APHY3400-00,응용물리학과
수,09:00,10:50,전공선택(05),물리학실험I,손종역,1,APHY,APHY1100-00,응용물리학과
수,11:00,12:50,전공선택(05),물리학실험I,손종역,1,APHY,APHY1100-01,응용물리학과
수,09:00,10:50,전공선택(05),물리학실험I,이종수,1,APHY,APHY1100-02,응용물리학과
수,11:00,12:50,전공선택(05),물리학실험I,이종수,1,APHY,APHY1100-03,응용물리학과
화,12:00,13:15,전공선택(05),반도체나노공정,손종역,4,APHY,APHY4404-00,응용물리학과
목,12:00,13:15,전공선택(05),반도체나노공정,손종역,4,APHY,APHY4404-00,응용물리학과
화,09:00,10:15,전공선택(05),수리물리I,이종수,2,APHY,APHY2102-00,응용물리학과
목,09:00,10:15,전공선택(05),수리물리I,이종수,2,APHY,APHY2102-00,응용물리학과
수,17:00,18:15,전공선택(05),응용물리 세미나,이광조,,APHY,APHY2200-00,응용물리학과
월,17:00,17:50,전공선택(05),응용물리개론,송현욱,2,APHY,APHY2000-00,응용물리학과
금,18:00,19:50,전공선택(05),응용물리연구I,송현욱,4,APHY,APHY4200-00,응용물리학과
화,15:00,16:15,전공선택(05),응집물질물리Ⅰ,이성훈,4,APHY,APHY4400-00,응용물리학과
목,15:00,16:15,전공선택(05),응집물질물리Ⅰ,이성훈,4,APHY,APHY4400-00,응용물리학과
월,15:00,16:15,전공선택(05),전산물리,이성훈,2,APHY,APHY2107-00,응용물리학과
수,15:00,16:15,전공선택(05),전산물리,이성훈,2,APHY,APHY2107-00,응용물리학과
월,13:30,14:45,전공선택(05),전자회로개론,최정우,3,APHY,APHY3200-00,응용물리학과
수,13:30,14:45,전공선택(05),전자회로개론,최정우,3,APHY,APHY3200-00,응용물리학과
월,12:00,13:15,전공선택(05),푸리에광학,이광조,3,APHY,APHY3602-00,응용물리학과
수,12:00,13:15,전공선택(05),푸리에광학,이광조,3,APHY,APHY3602-00,응용물리학과
화,10:30,11:45,전공선택(05),현대물리,임대영,2,APHY,APHY2104-00,응용물리학과
목,10:30,11:45,전공선택(05),현대물리,임대영,2,APHY,APHY2104-00,응용물리학과
화,16:30,17:45,교직전선(20),교과교육론(물리),송현욱,3,EDU,EDU3131-G00,교직
목,16:30,17:45,교직전선(20),교과교육론(물리),송현욱,3,EDU,EDU3131-G00,교직
화,10:30,11:45,전공필수(04),미분기하학1,한창용,3,AMTH,AMTH3003-00,응용수학과
목,10:30,11:45,전공필수(04),미분기하학1,한창용,3,AMTH,AMTH3003-00,응용수학과
토,10:00,11:50,전공필수(04),졸업논문(응용수학과),이선미,4,AMTH,AMTH4012-00,응용수학과
월,10:30,11:45,전공필수(04),해석학1,최선호,2,AMTH,AMTH2010-00,응용수학과
수,10:30,11:45,전공필수(04),해석학1,최선호,2,AMTH,AMTH2010-00,응용수학과
화,13:30,14:45,전공필수(04),현대대수학I,김정산,3,AMTH,AMTH3013-00,응용수학과
목,13:30,14:45,전공필수(04),현대대수학I,김정산,3,AMTH,AMTH3013-00,응용수학과
월,13:30,14:45,전공선택(05),보험수학,전준기,4,AMTH,AMTH4017-00,응용수학과
수,13:30,14:45,전공선택(05),보험수학,전준기,4,AMTH,AMTH4017-00,응용수학과
화,12:00,13:15,전공선택(05),복소함수및응용,박준표,3,AMTH,AMTH3029-00,응용수학과
목,12:00,13:15,전공선택(05),복소함수및응용,박준표,3,AMTH,AMTH3029-00,응용수학과
월,13:30,14:45,전공선택(05),수리프로그래밍,김혜현,2,AMTH,AMTH2004-00,응용수학과
수,13:30,14:45,전공선택(05),수리프로그래밍,김혜현,2,AMTH,AMTH2004-00,응용수학과
월,15:00,16:15,전공선택(05),수리프로그래밍,김혜현,2,AMTH,AMTH2004-01,응용수학과
수,15:00,16:15,전공선택(05),수리프로그래밍,김혜현,2,AMTH,AMTH2004-01,응용수학과
화,10:30,11:45,전공선택(05),수치해석학특강,김경수,4,AMTH,AMTH4007-00,응용수학과
목,10:30,11:45,전공선택(05),수치해석학특강,김경수,4,AMTH,AMTH4007-00,응용수학과
월,10:30,11:45,전공선택(05),실해석학,홍범일,4,AMTH,AMTH4010-00,응용수학과
수,10:30,11:45,전공선택(05),실해석학,홍범일,4,AMTH,AMTH4010-00,응용수학과
화,10:30,11:45,전공선택(05),응용벡터해석,김정산,2,AMTH,AMTH2006-00,응용수학과
목,10:30,11:45,전공선택(05),응용벡터해석,김정산,2,AMTH,AMTH2006-00,응용수학과
일,10:00,12:45,전공선택(05),컴퓨터지원기하학적설계,한창용,2,AMTH,AMTH2014-00,응용수학과
월,10:30,11:45,전공선택(05),통계학및응용,전준기,3,AMTH,AMTH3025-00,응용수학과
수,10:30,11:45,전공선택(05),통계학및응용,전준기,3,AMTH,AMTH3025-00,응용수학과
목,15:00,17:45,교직전선(20),교과교육론(수학),강미선,3,EDU,EDU3137-G00,교직
월,16:30,17:45,전공선택(05),Major Issues in International Studies,정하용,2,IS,IS2508-00,국제학과
수,16:30,17:45,전공선택(05),Major Issues in International Studies,정하용,2,IS,IS2508-00,국제학과
월,10:30,11:45,전공선택(05),Statistics for Social Science,홍원택,2,IS,IS2204-00,국제학과
수,10:30,11:45,전공선택(05),Statistics for Social Science,홍원택,2,IS,IS2204-00,국제학과
월,15:00,16:15,전공선택(05),American Foreign Policy,정하용,3,IS,IS4401-00,국제학과
수,15:00,16:15,전공선택(05),American Foreign Policy,정하용,3,IS,IS4401-00,국제학과
월,12:00,13:15,전공선택(05),Blockchain and Cryptocurrency,홍원택,2,IS,IS2506-00,국제학과
수,12:00,13:15,전공선택(05),Blockchain and Cryptocurrency,홍원택,2,IS,IS2506-00,국제학과
월,13:30,14:45,전공선택(05),Business Finance,이젬마,2,IS,IS2301-00,국제학과
수,13:30,14:45,전공선택(05),Business Finance,이젬마,2,IS,IS2301-00,국제학과
월,15:00,16:15,전공선택(05),Chinese Foreign Policy,여유경,4,IS,IS4402-00,국제학과
수,15:00,16:15,전공선택(05),Chinese Foreign Policy,여유경,4,IS,IS4402-00,국제학과
월,16:30,17:45,전공선택(05),Chinese Politics and Economy,여유경,3,IS,IS3402-00,국제학과
수,16:30,17:45,전공선택(05),Chinese Politics and Economy,여유경,3,IS,IS3402-00,국제학과
목,15:00,17:45,전공선택(05),Comparative Area Studies,박수헌,2,IS,IS2001-00,국제학과
월,13:30,14:45,전공선택(05),Comparative Area Studies,여유경,2,IS,IS2001-01,국제학과
수,13:30,14:45,전공선택(05),Comparative Area Studies,여유경,2,IS,IS2001-01,국제학과
화,13:30,14:45,전공선택(05),Culture and International Relations,양준희,3,IS,IS3103-00,국제학과
목,13:30,14:45,전공선택(05),Culture and International Relations,양준희,3,IS,IS3103-00,국제학과
화,12:00,13:15,전공선택(05),Global Data Analysis for Economics and Business,안지연,2,IS,IS2503-00,국제학과
목,12:00,13:15,전공선택(05),Global Data Analysis for Economics and Business,안지연,2,IS,IS2503-00,국제학과
화,12:00,13:15,전공선택(05),High_intermediate Chinese Language,LIU HANLEI,3,IS,IS2511-00,국제학과
목,12:00,13:15,전공선택(05),High_intermediate Chinese Language,LIU HANLEI,3,IS,IS2511-00,국제학과
금,13:30,16:00,전공선택(05),High_intermediate Japanese Language,김은숙,3,IS,IS2513-00,국제학과
화,09:00,10:15,전공선택(05),High_intermediate Korean Language I,우연희,3,IS,IS2516-00,국제학과
목,09:00,10:15,전공선택(05),High_intermediate Korean Language I,우연희,3,IS,IS2516-00,국제학과
화,16:30,17:45,전공선택(05),High_intermediate Korean Language II,우연희,3,IS,IS2517-00,국제학과
목,16:30,17:45,전공선택(05),High_intermediate Korean Language II,우연희,3,IS,IS2517-00,국제학과
화,16:30,17:45,전공선택(05),History of International Relations,우승지,2,IS,IS2101-00,국제학과
금,16:30,17:45,전공선택(05),History of International Relations,우승지,2,IS,IS2101-00,국제학과
월,15:00,16:15,전공선택(05),Human Rights in East Asia,백범석,3,IS,IS4403-00,국제학과
수,15:00,16:15,전공선택(05),Human Rights in East Asia,백범석,3,IS,IS4403-00,국제학과
금,10:30,13:15,전공선택(05),Industrial Organization,주효연,3,IS,IS4205-00,국제학과
월,12:00,13:15,전공선택(05),Intermediate Chinese Language,LIU HANLEI,3,IS,IS2510-00,국제학과
수,12:00,13:15,전공선택(05),Intermediate Chinese Language,LIU HANLEI,3,IS,IS2510-00,국제학과
월,15:00,16:15,전공선택(05),Intermediate Japanese Language,김은숙,3,IS,IS2512-00,국제학과
수,15:00,16:15,전공선택(05),Intermediate Japanese Language,김은숙,3,IS,IS2512-00,국제학과
월,09:00,10:15,전공선택(05),Intermediate Korean Language I,김춘영,3,IS,IS2514-00,국제학과
수,09:00,10:15,전공선택(05),Intermediate Korean Language I,김춘영,3,IS,IS2514-00,국제학과
월,16:30,17:45,전공선택(05),Intermediate Korean Language II,김춘영,3,IS,IS2515-00,국제학과
수,16:30,17:45,전공선택(05),Intermediate Korean Language II,김춘영,3,IS,IS2515-00,국제학과
화,09:00,10:15,전공선택(05),International Business,김준엽,2,IS,IS2002-00,국제학과
목,09:00,10:15,전공선택(05),International Business,김준엽,2,IS,IS2002-00,국제학과
월,16:30,17:45,전공선택(05),International Conflict and Resolution,Ioannis Tellidis,4,IS,IS4102-00,국제학과
수,16:30,17:45,전공선택(05),International Conflict and Resolution,Ioannis Tellidis,4,IS,IS4102-00,국제학과
화,15:00,16:15,전공선택(05),International Finance,전종규,3,IS,IS3001-00,국제학과
목,15:00,16:15,전공선택(05),International Finance,전종규,3,IS,IS3001-00,국제학과
월,10:30,11:45,전공선택(05),International Finance,양두용,3,IS,IS3001-01,국제학과
수,10:30,11:45,전공선택(05),International Finance,양두용,3,IS,IS3001-01,국제학과
월,16:30,17:45,전공선택(05),International Financial Strategy,이젬마,3,IS,IS3306-00,국제학과
수,16:30,17:45,전공선택(05),International Financial Strategy,이젬마,3,IS,IS3306-00,국제학과
화,09:00,10:15,전공선택(05),International Political Economy,정진영,2,IS,IS2003-00,국제학과
목,09:00,10:15,전공선택(05),International Political Economy,정진영,2,IS,IS2003-00,국제학과
월,13:30,14:45,전공선택(05),International Political Economy,정하용,2,IS,IS2003-01,국제학과
수,13:30,14:45,전공선택(05),International Political Economy,정하용,2,IS,IS2003-01,국제학과
월,12:00,13:15,전공선택(05),International Security,Ioannis Tellidis,3,IS,IS2004-00,국제학과
수,12:00,13:15,전공선택(05),International Security,Ioannis Tellidis,3,IS,IS2004-00,국제학과
화,10:30,11:45,전공선택(05),International Security,박한규,3,IS,IS2004-01,국제학과
목,10:30,11:45,전공선택(05),International Security,박한규,3,IS,IS2004-01,국제학과
월,13:30,14:45,전공선택(05),International Trade,현혜정,2,IS,IS3002-00,국제학과
수,13:30,14:45,전공선택(05),International Trade,현혜정,2,IS,IS3002-00,국제학과
월,15:00,16:15,전공선택(05),International Trade,현혜정,2,IS,IS3002-01,국제학과
수,15:00,16:15,전공선택(05),International Trade,현혜정,2,IS,IS3002-01,국제학과
월,09:00,10:15,전공선택(05),Japanese Foreign Policy,김선일,3,IS,IS3516-00,국제학과
수,09:00,10:15,전공선택(05),Japanese Foreign Policy,김선일,3,IS,IS3516-00,국제학과
금,09:00,11:45,전공선택(05),Japanese Politics and Economy,김선일,3,IS,IS3404-00,국제학과
화,16:30,17:45,전공선택(05),Korean Foreign Policy,박한규,3,IS,IS4404-00,국제학과
목,16:30,17:45,전공선택(05),Korean Foreign Policy,박한규,3,IS,IS4404-00,국제학과
월,10:30,11:45,전공선택(05),Law & Global Governance,백범석,3,IS,IS3107-00,국제학과
수,10:30,11:45,전공선택(05),Law & Global Governance,백범석,3,IS,IS3107-00,국제학과
월,13:30,14:45,전공선택(05),Macroeconomics,양두용,2,IS,IS2202-00,국제학과
수,13:30,14:45,전공선택(05),Macroeconomics,양두용,2,IS,IS2202-00,국제학과
화,12:00,13:15,전공선택(05),Macroeconomics,전종규,2,IS,IS2202-01,국제학과
목,12:00,13:15,전공선택(05),Macroeconomics,전종규,2,IS,IS2202-01,국제학과
목,13:30,16:15,전공선택(05),Major Issues in Global Affairs,이영조,3,IS,IS2103-00,국제학과
월,09:00,10:15,전공선택(05),Mathematics for Economics and Business,양두용,2,IS,IS2203-00,국제학과
수,09:00,10:15,전공선택(05),Mathematics for Economics and Business,양두용,2,IS,IS2203-00,국제학과
월,10:30,11:45,전공선택(05),Microeconomics,현혜정,2,IS,IS2201-00,국제학과
수,10:30,11:45,전공선택(05),Microeconomics,현혜정,2,IS,IS2201-00,국제학과
화,13:30,16:15,전공선택(05),Monitoring and Evaluation for Development Project,신재은,3,IS,IS3532-00,국제학과
금,12:00,14:45,전공선택(05),Principles of Marketing,문일권,2,IS,IS2304-00,국제학과
화,13:30,14:45,전공선택(05),Understanding Foreign Policy,박한규,2,IS,IS2104-00,국제학과
목,13:30,14:45,전공선택(05),Understanding Foreign Policy,박한규,2,IS,IS2104-00,국제학과
금,09:00,11:45,전공선택(05),Understanding International Development Cooperation,곽재성,2,IS,IS2507-00,국제학과
월,10:30,11:45,전공기초(11),Introduction to Economics I,주효연,1,IS,IS1001-00,국제학과
수,10:30,11:45,전공기초(11),Introduction to Economics I,주효연,1,IS,IS1001-00,국제학과
월,12:00,13:15,전공기초(11),Introduction to Economics I,주효연,1,IS,IS1001-01,국제학과
수,12:00,13:15,전공기초(11),Introduction to Economics I,주효연,1,IS,IS1001-01,국제학과
화,10:30,11:45,전공기초(11),Introduction to Economics II,안지연,1,IS,IS1002-00,국제학과
목,10:30,11:45,전공기초(11),Introduction to Economics II,안지연,1,IS,IS1002-00,국제학과
화,13:30,14:45,전공기초(11),Introduction to International Relations,우승지,1,IS,IS1004-00,국제학과
금,13:30,14:45,전공기초(11),Introduction to International Relations,우승지,1,IS,IS1004-00,국제학과
화,16:30,17:45,전공기초(11),Introduction to International Relations,양준희,1,IS,IS1004-01,국제학과
목,16:30,17:45,전공기초(11),Introduction to International Relations,양준희,1,IS,IS1004-01,국제학과
화,13:30,14:45,전공기초(11),Introduction to Political Science,정진영,1,IS,IS1003-00,국제학과
목,13:30,14:45,전공기초(11),Introduction to Political Science,정진영,1,IS,IS1003-00,국제학과
화,16:30,17:45,전공기초(11),Introduction to Political Science,정진영,1,IS,IS1003-01,국제학과
목,16:30,17:45,전공기초(11),Introduction to Political Science,정진영,1,IS,IS1003-01,국제학과
월,15:00,16:15,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-00,응용수학과
수,15:00,16:15,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-00,응용수학과
